scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
3002,學術英文寫作,選修,2.0,(二)03-04,廖芳瑜,本課程旨在特別針對要申請國內外研究所的學生在書面資料寫作的訓練，培養學生的應用英文寫作能力，含括申請國內外研究所需要之履歷，自傳，讀書計畫，問題論述等。此外，過程中也訓練批判性思考及溝通能力。,"1.能在學術學習情境中溝通。
2.能了解如何解決寫作過程中的問題",,,,,,,
3004,雅思寫作,選修,2.0,(三)03-04,鄭安倫,本堂課主要為幫助學生理解雅思寫作測驗兩大題型的重點以及需求 (第一部分為解析說明圖表; 第二部分為根據主題論述)並且熟悉上述兩部分寫作類型常用的基本單字與文法句型。此課程最終目標為讓學生能夠針對雅思測驗的要求以及情境順利完成兩大寫作題型,"1.使學生了解雅思寫作測驗考試重點
2.幫助學生有效率的運用所學並完成雅思寫作測驗",,,,,,,
3005,雅思聽力與口說,選修,2.0,(二)08-09,蔡靜玲,本堂課主要為幫助學生理解雅思聽力測驗與口說測驗兩大題型的重點以及需求，並且熟悉上述兩部分常用的基本單字與文法句型。此課程最終目標為讓學生能夠針對雅思測驗的要求以及情境順利完成兩大題型。,"1.使學生了解雅思聽力與口說測驗考試重點
2.幫助學生有效率的組織所學並且將其應用在雅思聽力與口說測驗",,,,,,,
3006,多益聽力與閱讀:高級班,選修,2.0,(一)06-07,鄭安倫,本課程目標有二：(一)藉由增加學生英文字彙及複習英文文法，提升學生的英語語文能力，(二)透過教導學生看懂問題重點、瞭解答案選項中的陷阱與熟悉考試題型，以提高學生的答題技巧。,"1.使學生建構對多益聽讀測驗考試重點的理解
2.幫助學生在指定的測驗模式裡應用所學並有效率地完成多益聽讀測驗",,,,,,,
3007,多益聽力與閱讀:中級班,選修,2.0,(一)08-09,周振權,本課程為針對中級聽讀程度之英語學習者，所設計之多益聽讀測驗準備課程。學生將於課程中學習多益測驗所需之聽力與閱讀策略、加強文法及單字學習技巧、並藉由課堂與課後練習熟悉多益測驗之題型與作答技巧。,"1.學生能了解多益聽讀測驗考試重點
2. 學生能使用批判性思考的技巧來分析聽讀測驗所需之相關策略並且並將其應用在多益聽讀測驗的情境",,,,,,,
3008,多益聽力與閱讀:中級班,選修,2.0,(三)03-04,王柏婷,本課程為針對中級聽讀程度之英語學習者，所設計之多益聽讀測驗準備課程。學生將於課程中學習多益測驗所需之聽力與閱讀策略、加強文法及單字學習技巧、並藉由課堂與課後練習熟悉多益測驗之題型與作答技巧。,"1.學生能了解多益聽讀測驗考試重點
2. 學生能使用批判性思考的技巧來分析聽讀測驗所需之相關策略並且並將其應用在多益聽讀測驗的情境","Janzen, A. & Souza, M. (2017). Developing TOEIC Skills. Seed Learning.
ISBN: 978-1-944879-77-8
Target scores: 650-750
","Janzen, A. & Souza, M. (2017). Developing TOEIC Skills. Seed Learning.
ISBN: 978-1-944879-77-8
Target scores: 650-750
","[{'soft_name': 'iLearn', 'soft_memo': ''}]","soft_name: iLearn
soft_memo: 

","Reading: class introduction || Reading: Unit 1 Technology | Learning: worksheet || Reading: Unit 2 Job Skills | Learning: worksheet || Reading: Unit 3 Management | Learning: Worksheet || Reading: Unit 4 Law | Learning: worksheet || Reading: Unit 5 News & Media | Learning: worksheet || Reading: Unit 6 Real Estate || Reading: 11/1: Midterm Exam | Learning: 範圍: units 1-6, vocabulary 1-6 || Reading: 逢甲大學統籌科目考，no class || Reading: Unit 7 Business Travel | Learning: Worksheet || Reading: Unit 8 At a Conference | Learning: Worksheet || Reading: Unit 9 Weather | Learning: Worksheet || Reading: Unit 10 Meetings | Learning: Worksheet || Reading: Unit 11 Manufacturing | Learning: Worksheet || Reading: Unit 12 Business Entertainment | Learning: Worksheet || Reading: Review | Learning: Worksheet || Reading: Review || Reading: Final exam (in-class)","score_rate: 20
evalb_memo: Midterm
evalb_name: 期中考

score_rate: 20
evalb_memo: Final
evalb_name: 期末考

score_rate: 20
evalb_memo: 多益單字小考
evalb_name: 隨堂測驗

score_rate: 25
evalb_memo: 課堂練習 in-class activity
evalb_name: 課堂討論參與

score_rate: 15
evalb_memo: 點名 roll-call
evalb_name: 出席狀況

","1. In-class evaluation 課堂評量 60% (1) Participation 出席率與課堂參與: 15% (2) Quizzes 單字小考、課堂練習 25% (3)點名15%
2. Midterm exam : 20%
3. Final exam期末考20%
 
上課注意事項: 1. 每週點名15% 2. 週間Quizzes內容包含指定進度單字(iLearn公布之單字)
 
"
3010,職場英語口語表達,選修,2.0,(二)06-07,楊捷閔, 研究顯示，許多社會人士面臨在職場上使用英語溝通表達的困境。職場英文EZ Talk課程目的在培養學生未來在英語職場上的所需要表達能力。課程設計著重於增進學生的口說能力及英語聽力。課程內容針對職場常用的主題和情境，提供專業職場英文會話練習。課程包含多元的學習活動來引起學生的學習動機。,"1. 協助學生分辨並應用所學到的知識於未來職場中。並提升學生未來所需要具備的溝通能力及技巧。
2. 協助學生應用所學到的知識，和不同的專業背景的學生互助合作，建立良好的關係。","1. Ready for Work: Tunghua Book Co., Ltd. 
2. Coursera website: https://www.coursera.org/
 
 
","
1. Career Planning: A Pathway to Employment from Coursera Massive Open Online Course
2. Interview Research and Preparation  from Coursera Massive Open Online Course

",,,Reading: Orientation 課程介紹 || Reading: Résumé writing: Formatting and personalizing 履歷格式與個人化 | Learning: Discussion on gender equality at workplace 職場性別平等 || Reading: Job interview: Self-introduction with résumé 求職面試：輔履歷自我介紹 | Learning: Resumes due 繳交英文履歷， Coursera: Career Planning: A Pathway to Employment || Reading: Job interview: Handling structured interviews 求職面試：標準化面試之應對 | Learning: Coursera: Career Planning: A Pathway to Employment || Reading: Job interview: Handling unstructured interviews 求職面試：非標準化面試之應對 | Learning: Coursera: Interview Research and Preparation || Reading: Job interview: Putting it all together 求職面試：面試綜觀 | Learning: Coursera: Interview Research and Preparation || Reading: Review and practice || Reading: MID-TERM EXAM 期中考 | Learning: *Individual job interview *個別求職面試 10/28 Odd-G1&G2 || Reading: MID-TERM EXAM 期中考 | Learning: *Individual job interview *個別求職面試 11/04 Even-G1&G2&G3 || Reading: Review of the Mid Term Exam | Learning: || Reading: Holding a meeting in English Opening a meeting Welcoming and introducing meeting participants Setting the agenda || Reading: Leading a discussion during a meeting Getting involved in meetings How to interrupt politely Asking questions || Reading: Presenting at a meeting Introducing your topic Talking about main points Concluding your presentation || Reading: Closing a meeting Phrases for summarizing in a meeting Phrases for closing a meeting || Reading: Review and Practice || Reading: FINAL EXAM 期末考 Final presentation 期末報告 | Learning: FINAL EXAM 期末考 Final presentation 期末簡報 || Reading: FINAL EXAM 期末考 Final presentation 期末報告 | Learning: FINAL EXAM 期末考 Final presentation 期末簡報 || Reading: University Unified Exam- No Class,"score_rate: 25
evalb_memo: Midterm exam (job interview simulation): 25%
evalb_name: 期中考

score_rate: 30
evalb_memo: Final exam (presentation): 30%
evalb_name: 期末考

score_rate: 20
evalb_memo: Written assignments: 20% (résumé writing, email writing)
evalb_name: 作業

score_rate: 25
evalb_memo: 其他Others: 25% (participation, attendance, classroom tasks, Quiz)
evalb_name: 課堂討論參與

","一、平時考核In-class evaluation:45%
1.書寫作業 Written assignments: 20% (résumé writing, email writing)
2.其他Others: 25% (participation, attendance, classroom tasks, Quiz)
二、期中考（面試）Midterm exam (job interview simulation): 25%
三、期末考（簡報）Final exam (presentation): 30% Extra credit -Participation in English activities or contests
 

*缺課10節以上(含10節及請假)，期中考、期末考(兩周皆須出席)有缺一個以上，學期總成績一率不及格。
*遲交作業將不予計分(Any overdue assignment will not be accepted.)
*唯重大事故;唯重大事故;唯重大事故[很重要所以重複三次!]請開立正式證明且經教師簽名同意後送外語中心始得申請補考。(Valid document needs to be provided. Valid documents include wedding invitations along with correctly dated photos with the bride and groom, obituary, medical notes, or police records.)
* 請尊重智慧財產權，購買原文書。Please purchase original textbooks, following intellectual property law.
*上課請帶課本，課文和習題會在課堂上做練習。 Bring textbooks to class. The texts and exercises will be completed in class.

"
3230,體育－適應體育班,必修,1.0,(三)10-11,蔡安侖,體育處認為經醫師診斷，因身、心障礙而不適宜游泳、較劇烈運動或團體活動之學生，仍需適度參與體育活動，特於民國58年開體育自強班，學習運動技能、鍛鍊健康體能、改善障礙狀況、培養享受人生、增添生活樂趣、落實全民運動之發展。,"一、建立自我健康適能的正確觀念及知識。
二、建構自我健康規劃表之能力。
三、培養長期運動的習慣。","葉憲清 (2013)。體育教材教法，師大書苑，台北。
 
","葉憲清 (2013)。體育教材教法，師大書苑，台北。
","[{'soft_name': '逢甲 iLearn 2.0', 'soft_memo': ''}]","soft_name: 逢甲 iLearn 2.0
soft_memo: 

",Reading: 課程內容説明 || Reading: 場地、設備介紹。運動傷害的預防及安全守則。 || Reading: 體適能活動：適應體操，地板運動、平衡及伸展運動。 || Reading: 體適能活動：跑、走步行體適能活動。漸進式提升學生心、肺、肌力體適功能。 || Reading: 球類體適能活動 || Reading: 球類體適能活動 || Reading: 球類體適能活動 || Reading: 布袋球 || Reading: 布袋球 || Reading: 布袋球 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 肌力訓練 || Reading: 肌力訓練 || Reading: 肌力訓練 || Reading: 期末考,"score_rate: 20
evalb_memo: 學科測驗與心得。
evalb_name: 期中考

score_rate: 40
evalb_memo: 各運動專項術科測驗分數。
evalb_name: 期末考

score_rate: 40
evalb_memo: 平時成績：點名、課程參與態度。
evalb_name: 出席狀況

","平時成績 40% (缺課、遲到、請假、參與態度等)
期中成績 20% (體適能；依照體育教學中心規定實施)
期末成績 40% (術科、專題報告等)
※缺席五次(含)以上，請重修。(含任何假別，例：病假、喪假、防疫假、疫苗假、生理假等)。
"
3231,體育－適應體育班,必修,1.0,(四)11-12,蔡安侖,體育處認為經醫師診斷，因身、心障礙而不適宜游泳、較劇烈運動或團體活動之學生，仍需適度參與體育活動，特於民國58年開體育自強班，學習運動技能、鍛鍊健康體能、改善障礙狀況、培養享受人生、增添生活樂趣、落實全民運動之發展。,"一、建立自我健康適能的正確觀念及知識。
二、建構自我健康規劃表之能力。
三、培養長期運動的習慣。","葉憲清 (2013)。體育教材教法，師大書苑，台北。
 
","葉憲清 (2013)。體育教材教法，師大書苑，台北。
","[{'soft_name': '逢甲 iLearn 2.0', 'soft_memo': ''}]","soft_name: 逢甲 iLearn 2.0
soft_memo: 

",Reading: 課程內容説明 || Reading: 場地、設備介紹。運動傷害的預防及安全守則。 || Reading: 體適能活動：適應體操，地板運動、平衡及伸展運動。 || Reading: 體適能活動：跑、走步行體適能活動。漸進式提升學生心、肺、肌力體適功能。 || Reading: 球類體適能活動 || Reading: 球類體適能活動 || Reading: 球類體適能活動 || Reading: 布袋球 || Reading: 布袋球 || Reading: 布袋球 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 芬蘭木柱 || Reading: 肌力訓練 || Reading: 肌力訓練 || Reading: 肌力訓練 || Reading: 期末考,"score_rate: 20
evalb_memo: 學科測驗與心得。
evalb_name: 期中考

score_rate: 40
evalb_memo: 各運動專項術科測驗分數。
evalb_name: 期末考

score_rate: 40
evalb_memo: 平時成績：點名、課程參與態度。
evalb_name: 出席狀況

","平時成績 40% (缺課、遲到、請假、參與態度等)
期中成績 20% (體適能；依照體育教學中心規定實施)
期末成績 40% (術科、專題報告等)
※缺席五次(含)以上，請重修。(含任何假別，例：病假、喪假、防疫假、疫苗假、生理假等)。
"
3232,體育—墊上核心,選修,1.0,(三)06-07,溫麗香,「墊上核心訓練」MAT SCIENCE結合瑜珈、運動調節、復健、舞蹈等精髓，是一套可以提供體適能指導者設計運動處方的新選擇。「墊上核心」訓練重點是「集中呼吸」與「意識動作」，可提高全身肌肉的強化、柔軟度與平衡，將重點置於身體軀幹，以培養身體安定的力量，使用組合的方式活動身體，對於改善姿勢、調整體線有相當大的幫助，以期增進健康，而且可以依照參與者不同的體適能狀態進行課程的調整。,「墊上核心」訓練重點是「集中呼吸」與「意識動作」，可提高全身肌肉的強化、柔軟度與平衡，將重點置於身體軀幹，以培養身體安定的力量。,"彼拉提斯與核心復健運動
","醫界首位引進Pilates、擁有彼拉提斯國際證照的邱俊傑醫師，從理論、教學到親自實踐，7年來不僅自身體態變得更好，也指導超過數千位民眾、運動選手、劇團表演者，改善疼痛、減輕運動傷害、提升運動表現。
","[{'soft_name': 'https://www.youtube.com/watch?v=oLlxk3nQ2JU', 'soft_memo': ''}]","soft_name: https://www.youtube.com/watch?v=UoBuyExMCHM
soft_memo: 

",Reading: 課程講解 | Learning: 課程講解 || Reading: 1.呼吸 (Breathing) 暖身動作 ​​​​​基礎練習 | Learning: 呼吸是身體運行的基本元素，正確的呼吸方式可以幫助集中精神、專注在動作的細節上並且放鬆肌肉，釋放身體不必要的壓力。每一套運動都有特定的呼吸節奏，例如：脊椎伸展的動作通常搭配吸氣來進行，而脊椎彎曲的動作通常搭配吐氣來進行，如此可以有效的收縮腹部肌群，完成正確且有效的動作。 || Reading: 1.呼吸 (Breathing) 暖身動作 基礎練習 ​​ || Reading: 2.核心 (Centering) ​​​​​基礎動作認識 | Learning: 核心指的就是指腹部、背部、臀部及髖部肌群。核心肌群強化可以穩定骨盆，骨盆平整才能支撐脊椎，讓身體維持在中心線；透過運動可以強化並穩定核心肌群，改善身體姿勢、讓運動更有效率。 || Reading: 核心 (Centering) ​​​​​基礎動作認識 || Reading: 3.控制 (Control) | Learning: 必須有效控制延展及力量。運動時若是無意識的動作，容易造成運動傷害，所以，運用控制力搭配核心肌群的穩定收縮，才可以有效達到各項動作目的的訓練。 || Reading: 控制 (Control) || Reading: 4.專注 (Concentration) | Learning: 運動過程中，必須集中精神、思緒清晰，專注在每一個動作的細節上，才可確保動作的正確性，建立身體的本體感覺 – 自我修正姿勢動作的能力。 || Reading: 期終考試 || Reading: 專注 (Concentration) | Learning: 運動過程中，必須集中精神、思緒清晰，專注在每一個動作的細節上，才可確保動作的正確性，建立身體的本體感覺 – 自我修正姿勢動作的能力。 || Reading: 5.流暢 (Flowing movement) | Learning: 應該是平衡且流暢的，每一個動作順暢的連接到下一個動作，在不急不徐的運動進行中，放鬆緊繃的肌肉，增加關節的活動度，達到運動的目的。 || Reading: 流暢 (Flowing movement) | Learning: 應該是平衡且流暢的，每一個動作順暢的連接到下一個動作，在不急不徐的運動進行中，放鬆緊繃的肌肉，增加關節的活動度，達到運動的目的。 || Reading: 6.精確 (Precision) | Learning: 準確的動作是完成流暢練習的一大要素。運動的每一個動作，都有明確的訓練目標，而動作的精確度重於動作的訓練次數，目的在得最大的運動效果。 || Reading: 精確 (Precision) | Learning: 準確的動作是完成流暢練習的一大要素。運動的每一個動作，都有明確的訓練目標，而動作的精確度重於動作的訓練次數，目的在得最大的運動效果。 || Reading: 動作練習 || Reading: 動作練習 || Reading: 動作練習 || Reading: 期末考試 || ||,"score_rate: 30
evalb_memo: 請假要補考
evalb_name: 期中考

score_rate: 30
evalb_memo: 要交心得報告300至500字
evalb_name: 期末考

score_rate: 40
evalb_memo: 只能請假4次(生理假、病假、事無故缺席）
evalb_name: 出席狀況

","
宜就採用學期成績記分法、出席及缺席、課堂互動與參與討論、作業提交及遲交、考評及補考、作弊及抄襲、學期預警、或加分及補救措施等措施，描述本課程期望彼此能遵守的評分規則等。

"
