scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
1390,微處理機系統實習,必修,1.0,(三)08-10,郭崇韋,教導學生如何執行與驗證各項微處理機系統實驗應用,"執行驗證與分析各項微處理機系統實驗。
設計微處理機系統的基礎能力",,,,,,,
1391,作業系統(一),必修,3.0,(四)06-07 (五)06,陳烈武,"本課程旨在介紹電腦作業系統的內部組成與運作原理，也就是電腦系統內部管理的相關知識。課程內容包括作業系統的基本介紹與回顧，與硬體相關的介面需求，然後對於作業系統的各項組成元件模組，如行程管理，CPU排班，行程同步與死結，主記憶體的管理，虛擬記憶體機制的結構與運作，分別詳細解說。
 本課程要求學生結合課程所學，前往校外社區、中小學、公益機構等單位，進行12小時的「服務學習」。","理解作業系統整體運作原理與內部結構
理解作業系統各項資源之管理策略與機制",,,,,,,
1392,微處理機系統,必修,3.0,(一)09-10 (四)08,王益文,"本課程介紹微處理機系統結構, 記憶體元件, 記憶體介面, I/O設備, I/O介面, 以及I/O方法之Polling I/O, Interrupt I/O, DMA I/O。","獲得設計微處理機系統的基礎能力
應用微處理機架構的基本原理實務的專業技能。",,,,,,,
1393,微處理機系統實習,必修,1.0,(五)08-10,王益文,教導學生如何執行與驗證各項微處理機系統實驗應用,"執行驗證與分析各項微處理機系統實驗。
設計微處理機系統的基礎能力",,,,,,,
1406,專題研究(二),必修,2.0,(二)05     (三)05,"周兆龍,林志敏,陳錫民,許懷中,林峰正,蔡明翰,游景盛,張哲誠,林佩蓉,林佩君,陳德生,劉明機,林哲維,林明言,葉春秀,陳烈武,劉宗杰,許芳榮,洪振偉,劉怡芬,",在專題研究(一)的基礎下，訓練學生在資訊倫理規範下以團隊的方式，獨立完成系統評估、整合及專題發表。,"能夠在專題運用所學之數理邏輯與工程專業知識的能力。
完成專題指定實驗/程式之設計與執行。
瞭解清楚表達系統、組件或製程之各項原理。
學習與同儕間協調工作範疇與共同解決癥結所在。
能指出專題製作上的遭遇困難。
教導學生注意智慧財產權不得抄襲他人作品。
瞭解當前電腦軟/硬體發展與未來的趨勢。
能夠應用軟硬體工具製作專題
能夠整合系統完成專題製作與報告",,,,,,,
1410,人工智慧的產業應用,選修,2.0,(一)08-09,吳上玄,"將以市面上人工智慧在各產業的應用實例說明介紹,並介紹在人工智慧下的生意模式的改變, 將以案例剖析那些已經導入人工智慧技術?技術上與資訊工程課程關係?讓學生理解人工智慧應用情境,在日常生活中那些已經利用默默導入人工智慧,及未來的機會,並藉由案例讓學生知道”資料”重要性,怎找出數據的價值,並啟發找尋AI應用機會","了解人工智慧在不同產業應用
培養自我學習與團隊合作能力
培養對工程技術資料整理報告文件能力","自編教材,將會依照市場上新技術新產品一直更新教材
 
","自編教材,將會依照市場上新技術新產品一直更新教材
",,,"Reading: 人工智慧原理介紹及相關產品生意模式簡介 | Learning: || Reading: 人工智慧原理介紹及相關產品生意模式簡介 || Reading: 人工智慧介紹及導入人工智慧步驟簡介 || Reading: 人工智慧應用於能源管理 || Reading: 人工智慧在自動駕駛車:人工智慧運用在自動駕駛車上案例說明 || Reading: 人工智慧在自動駕駛車:人工智慧運用在自動駕駛車上案例說明 || Reading: 數位孿生應用 || Reading: 生成式AI應用 || Reading: 生成式AI應用 || Reading: 半導體產業對AI發展的影響 || Reading: 半導體產業對AI發展的影響 || Reading: 人工智慧在在智慧商店應用案例 || Reading: 人工智慧在在智慧商店應用案例 || Reading: 學生上台報告,及繳期末報告 || Reading: 學生上台報告,及繳期末報告 || Reading: 學生上台報告,及繳期末報告 || Reading: 學生上台報告,及繳期末報告 || Reading: 學生上台報告,及繳期末報告","score_rate: 30
evalb_memo: 繳交三份心得報告.請依照繳交期限內繳交心得報告
evalb_name: 心得報告

score_rate: 50
evalb_memo: 期末報告(含口頭報告及書面報告)
evalb_name: 口頭報告

score_rate: 20
evalb_memo: 平時上課出席狀況及主動問問題討論
evalb_name: 出席狀況

","平時出席及上課態度佔20%、一學期需要繳交三份心得報告佔30%、期末報告及上台報告佔50%
"
1411,生物資訊概論,選修,3.0,(二)09-10 (四)02,游景盛,此課程將提供學生對於生物資訊研究應具備之基本知識。將強調生物資訊之基本觀念，以及如何運用資訊科技於生命科學之研究。將介紹生命科學所需要之電腦技術。將介紹生物資訊上常用之資料庫，軟體工具及其開發。,"瞭解生物資訊之基本觀念	
培養具有解決生物學問題之能力	
兼具生物學與資訊之專長	",,,,,,,
1413,深度學習,選修,3.0,(二)06-08,林峰正,本課程將介紹深度學習的理論與實務。本課程將解釋深層神經網路、卷積神經網路、簡易遞歸神經網路、長短期記憶神經網路及門檻遞歸單元神經網路等的運作原理。教學目標為建立學生在深度學習必要的根基，以便將所學之技術應用在他/她們自己的問題上。,"學習深度學習之理論與知識
實作與應用深度學習模型",,,,,,,
1414,產業實習導論,選修,1.0,(五)06,郭崇韋,本課程為實習的職前教育，運用講座、研習或其他創新教學活動方式，以協助學生建立正確的職場實習態度。課程內容包含職場倫理與態度、實習之權利義務說明等職前訓練，以及實習公司的業務介紹等，使學生了解企業之背景及工作目標，做為選擇合適的實習企業之參考。,"使學生瞭解企業實習的意義與價值
使學生瞭解產業發展、企業倫理、與相關職場態度
讓學生學習面對企業求才時的履歷撰寫與面試技巧
讓企業藉由課堂上的介紹使學生瞭解企業背景與工作目標","由授課老師(郭崇韋)自編課程講義
 
","你是哪種鳥？DISC四型人格分析，讓你發現自己真正的職場優勢！
",,,Reading: 介紹實習導論課程規則 | Learning: 9/13 || Reading: 履歷表是什麼？& 關鍵要素？ | Learning: 9/20 || Reading: 產學實習系統公告實習企業名單及實習工作內容需求 | Learning: 9/27 || Reading: 辦理實習廠商明會(6次) | Learning: 10/4 ~ 10/11 中午時段/供餐/場地依公告為主 || Reading: 製作具個人特質的履歷表 | Learning: 10/18 || Reading: 職涯發展規劃-工程師現場分享 | Learning: 10/25 || Reading: 面試在做什麼 & 面試該具備的認知 & 模擬面試 | Learning: 11/1 || Reading: 繳交個人履歷至產學實習系統 | Learning: 10/18 ~ 10/31 || Reading: 廠商聯合面試 | Learning: 11/6 ~ 11/29 前往指定地點 || Reading: 面試結果公告 | Learning: 11/1 ~ 12/6 || Reading: 填寫實習志願序 | Learning: 11/29 ~ 12/6 || Reading: 產學實習媒合作業 | Learning: 12/9 ~ 12/13 || Reading: 廠商公告媒合結果名單 | Learning: 12/16 || Reading: 專題發表(停課一次) | Learning: 113/12/13 資訊系畢業專題發表 || Reading: 職場生存技-個人特質&新鮮人基本功 | Learning: 12/20 ~ 12/27 || Reading: 實習合約 | Learning: 11/3/12/20 ~ 114/1/31,"score_rate: 30
evalb_memo: 個人履歷表
evalb_name: 作業

score_rate: 40
evalb_memo: 面試演練&期末心得
evalb_name: 心得報告

score_rate: 30
evalb_memo: 出席率及課堂討論
evalb_name: 課堂討論參與

",
1417,無線網路系統,選修,3.0,(五)02-04,蔡明峰,本課程介紹無線通訊與網路的基礎觀念，主要講授無線網路實體層、資料鏈結層與網路層技術，並介紹無線廣域網路、區域網路、隨身網路之架構設計與標準，課程也將讓同學學習以開源工具模擬與分析無線網路行為。,"學習無線通訊與網路之基礎知識
理解現今無線技術與標準之設計
利用開源工具模擬與分析無線網路行為",,,,,,,
